,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,year,number_of_books
1857,9592,Mother Night,Kurt Vonnegut Jr.,4.22,385334141,9.78039E+12,eng,282,64096,2316,5/11/1999,Dial Press,1999,14
1858,9593,GalÃ¡pagos,Kurt Vonnegut Jr.,3.88,385333870,9.78039E+12,eng,324,55850,1990,1/12/1999,Dial Press,1999,14
1859,9594,Timequake,Kurt Vonnegut Jr.,3.72,99267543,9.7801E+12,eng,219,23527,822,8/6/1998,Vintage Classics,1998,14
1860,9595,Slapstick  or Lonesome No More!,Kurt Vonnegut Jr.,3.87,385334230,9.78039E+12,eng,288,31084,1062,5/11/1999,Dial Press,1999,14
1861,9602,Palm Sunday: An Autobiographical Collage,Kurt Vonnegut Jr.,3.77,385334265,9.78039E+12,eng,300,5135,192,5/11/1999,Dial Press,1999,14
1862,9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.36,051712436X,9.78052E+12,eng,527,914,8,5/28/1995,Wings Books,1995,14
1863,9936,Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut Jr.,3.46,385280793,9.78039E+12,eng,304,727,23,7/15/1972,Delta,1972,14
1864,34087,Timequake,Kurt Vonnegut Jr.,3.72,224036408,9.78022E+12,eng,219,75,7,10/17/1997,Jonathan Cape,1997,14
1865,4983,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35,791071685,9.78079E+12,eng,258,28254,196,12/19/2002,Chelsea House Publications,2002,1
1866,4989,The Red Tent,Anita Diamant,4.17,312353766,9.78031E+12,eng,336,470858,15859,11/1/2005,St. Martin's Press,2005,3
1867,25719,New Jewish Wedding  Revised,Anita Diamant,3.96,743202554,9.78074E+12,eng,288,694,64,3/6/2001,Scribner,2001,3
1868,41329,The Red Tent,Anita Diamant,4.17,312427298,9.78031E+12,eng,321,5390,614,8/21/2007,Picador,2007,3
1869,4990,Inside the Red Tent,Sandra Hack Polaski,3.96,827230281,9.78083E+12,eng,100,181,16,7/1/2006,Chalice Press,2006,1
1870,4991,Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,826415741,9.78083E+12,eng,88,440,55,9/7/2004,Bloomsbury Academic,2004,1
1871,4999,Iron Kingdom: The Rise and Downfall of Prussia  1600â€“1947,Christopher   Clark,4.14,674023854,9.78067E+12,eng,776,2583,183,9/29/2006,Belknap Press of Harvard University Press,2006,1
1872,5004,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,786918144,9.78079E+12,eng,397,878,9,3/1/2001,Wizards of the Coast,2001,2
1873,33152,The Day of the Tempest (Dragonlance: Dragons of a New Age  #2),Jean Rabe,3.65,786928573,9.78079E+12,eng,352,1365,16,8/1/2002,Wizards of the Coast,2002,2
1874,5005,Berlin: The Downfall  1945,Antony Beevor,4.29,670886955,9.78067E+12,eng,489,244,17,1/1/2002,Viking Books,2002,2
1875,42661,The Fall of Berlin 1945,Antony Beevor,4.29,142002801,9.78014E+12,eng,490,10230,326,4/29/2003,Penguin Books,2003,2
1876,5015,Saturday,Ian McEwan,3.63,1400076196,9.7814E+12,eng,289,52576,3332,4/11/2006,Anchor,2006,8
1877,6862,Amsterdam,Ian McEwan,3.43,385494246,9.78039E+12,eng,208,35998,2445,11/2/1999,Anchor Books/Knopf Doubleday Publishing Group,1999,8
1878,6869,The Child in Time,Ian McEwan,3.58,385497520,9.78039E+12,eng,263,8285,543,11/2/1999,Anchor,1999,8
1879,6870,Enduring Love,Ian McEwan,3.63,99481243,9.7801E+12,eng,245,30776,1515,10/28/2004,Vintage,2004,8
1880,6871,Black Dogs,Ian McEwan,3.44,385494327,9.78039E+12,eng,149,7938,490,12/29/1998,Anchor,1998,8
1881,6872,The Comfort of Strangers,Ian McEwan,3.41,679749845,9.78068E+12,eng,128,11116,836,11/1/1994,Anchor,1994,8
1882,9957,The Cement Garden,Ian McEwan,3.54,99468387,9.7801E+12,eng,144,18376,1022,8/5/2004,Vintage,2004,8
1883,9961,Atonement,Ian McEwan,3.9,99429799,9.7801E+12,eng,372,4844,506,5/2/2002,Vintage,2002,8
1884,5027,I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,4.05,068987409X,9.78069E+12,eng,32,34,10,9/1/2004,Atheneum Books for Young Readers,2004,1
1885,5051,A Dangerous Fortune,Ken Follett,4.05,330332651,9.78033E+12,eng,596,154,12,2/19/1999,MacMillan General Books,1999,6
1886,5053,The Man From St. Petersburg,Ken Follett,3.88,451208706,9.78045E+12,eng,320,16057,663,6/3/2003,NAL,2003,6
1887,5055,Night Over Water,Ken Follett,3.82,451211472,9.78045E+12,eng,448,14545,652,4/6/2004,NAL,2004,6
1888,5062,Jackdaws,Ken Follett,3.97,451219597,9.78045E+12,eng,416,20892,953,12/5/2006,NAL,2006,6
1889,5066,Jackdaws,Ken Follett,3.97,451207521,9.78045E+12,eng,496,367,32,11/26/2002,Signet,2002,6
1890,41691,Paper Money,Ken Follett,3.32,330345044,9.78033E+12,eng,286,102,17,3/1/1996,MacMillan General Books,1996,6
1891,5057,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.95,375760946,9.78038E+12,eng,319,666,72,8/9/2005,Random House Trade,2005,1
1892,5069,Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.1,1421508656,9.78142E+12,eng,208,336,5,12/12/2006,VIZ Media LLC,2006,2
1893,5071,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,1421504332,9.78142E+12,eng,208,340,4,6/13/2006,VIZ Media LLC,2006,2
1894,5077,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.11,1556432461,9.78156E+12,eng,240,248,27,9/4/1997,North Atlantic Books,1997,1
1895,5084,My Life in France,Julia Child/Alex Prud'Homme,4.17,1400043468,9.7814E+12,eng,336,69153,6152,4/4/2006,Knopf Publishing Group,2006,1
1896,5094,The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,451210859,9.78045E+12,eng,463,173022,5139,8/5/2003,Signet,2003,35
1897,5415,'Salem's Lot,Stephen King,4.02,965772411,9.78097E+12,eng,405,1039,130,10/17/1975,Doubleday,1975,35
1898,5417,Carrie / 'Salem's Lot / The Shining,Stephen King,4.54,517219026,9.78052E+12,eng,1096,13137,61,7/2/2002,Wings,2002,35
1899,5419,'Salem's Lot,Stephen King,4.02,451092317,9.78045E+12,eng,427,178,35,11/13/1979,Signet,1979,35
1900,10566,Lisey's Story,Stephen King,3.68,743289412,9.78074E+12,eng,513,59097,2709,10/24/2006,Scribner,2006,35
1901,10574,The Colorado Kid,Stephen King,3.32,843955848,9.78084E+12,eng,178,24611,1970,2/20/2006,Hard Crime Case,2006,35
1902,10579,Everything's Eventual: 14 Dark Tales,Stephen King,3.97,1416524355,9.78142E+12,eng,605,73145,1519,11/1/2005,Pocket Books,2005,35
1903,10583,Pet Sematary,Stephen King,3.98,1416524347,9.78142E+12,eng,576,257466,3768,11/1/2005,Pocket Books,2005,35
1904,10613,Night Shift,Stephen King,4.0,451170113,9.78045E+12,eng,326,1290,84,2/1/1979,Signet,1979,35
1905,10614,Misery,Stephen King,4.16,450417395,9.78045E+12,eng,370,429510,7051,11/1/1988,New English Library,1988,35
1906,10622,Carrie,Stephen King,3.96,671039725,9.78067E+12,eng,253,2707,192,10/1/1999,Pocket Books,1999,35
1907,10624,"Four Past Midnight: Featuring ""The Langoliers""",Stephen King,3.93,451185978,9.78045E+12,eng,761,308,20,5/1/1995,Signet,1995,35
1908,11563,Danse Macabre,Stephen King,3.64,042518160X,9.78043E+12,eng,400,21063,460,9/1/2001,Berkley,2001,35
1909,11566,The Green Mile,Stephen King,4.44,451933028,9.78045E+12,eng,592,207869,4570,9/1/1996,Penguin Signet,1996,35
1910,11571,Storm of the Century: An Original Screenplay,Stephen King,3.92,965796930,9.78097E+12,eng,376,252,14,1/1/1999,Book of the Month Club,1999,35
1911,11584,On Writing: A Memoir,Stephen King,4.33,340820462,9.78034E+12,eng,384,1118,142,9/1/2001,New English Library,2001,35
1912,11588,The Shining,Stephen King,4.22,450040186,9.78045E+12,eng,659,978535,15105,7/1/1980,New English Library (Hodder & Stoughton),1980,35
1913,11597,The Dark Half,Stephen King,3.77,045052468X,9.78045E+12,eng,469,110131,1282,10/7/1990,New English Library,1990,35
1914,11604,The Girl Who Loved Tom Gordon,Stephen King,3.59,671042858,9.78067E+12,eng,264,1997,184,2/1/2000,Pocket Books,2000,35
1915,12682,The Shining,Stephen King,4.22,743437497,9.78074E+12,eng,505,1316,134,10/1/2002,Gallery Books,2002,35
1916,13440,Skeleton Crew,Stephen King,3.96,751504386,9.78075E+12,eng,612,97092,1186,5/13/1993,Warner Books,1993,35
1917,13442,Night Shift,Stephen King,4.0,385129912,9.78039E+12,eng,344,486,56,10/1/1993,Doubleday Books,1993,35
1918,13448,The Dark Half,Stephen King,3.77,5550707004,9.78555E+12,eng,431,103,16,11/1/1989,Viking Books,1989,35
1919,13451,Storm of the Century,Stephen King,3.92,067103264X,9.78067E+12,eng,376,18255,266,2/1/1999,Pocket,1999,35
1920,17944,The Gunslinger (The Dark Tower #1),Stephen King,3.96,451160525,9.78045E+12,eng,315,1902,227,7/1/1989,Signet,1989,35
1921,22076,From a Buick 8,Stephen King,3.45,743211375,9.78074E+12,eng,356,53587,1330,9/24/2002,Scribner,2002,35
1922,22549,The Dark Tower (The Dark Tower #7),Stephen King,4.28,340827211,9.78034E+12,eng,686,362,40,9/21/2004,Hodder & Stoughton,2004,35
1923,22550,The Gunslinger,Stephen King,3.96,670032549,9.78067E+12,eng,231,2309,230,6/23/2003,Viking,2003,35
1924,32667,Blood and Smoke,Stephen King,3.92,671046179,9.78067E+12,eng,4,6221,155,1/1/2000,Simon & Schuster Audio,2000,35
1925,32668,LT's Theory of Pets,Stephen King,3.69,074352005X,9.78074E+12,eng,1,2824,140,8/1/2001,Simon  Schuster Audio,2001,35
1926,32691,Four Past Midnight,Stephen King,3.93,451213599,9.78045E+12,eng,768,1430,42,3/2/2004,Signet,2004,35
1927,32692,Gerald's Game,Stephen King,3.51,831727527,9.78083E+12,eng,332,117178,2678,9/1/1992,Smithmark Publishers,1992,35
1928,33348,Different Seasons,Stephen King,4.35,708823602,9.78071E+12,eng,560,188,24,10/1/1983,Futura,1983,35
1929,36303,'Salem's Lot,Stephen King,4.02,451139690,9.78045E+12,eng,427,186,22,8/1/1976,Signet,1976,35
1930,39662,Different Seasons,Stephen King,4.35,751514624,9.78075E+12,eng,560,127648,2080,2/16/1995,Warner Books,1995,35
1931,5102,The Handmaid's Tale,Margaret Atwood/Valerie Martin,4.11,307264602,9.78031E+12,eng,350,2102,282,10/17/2006,Everyman's Library,2006,1
1932,5104,The Handmaid's Tale,Margaret Atwood,4.11,435124099,9.78044E+12,eng,308,529,59,9/1/2009,Heinemann Library,2009,6
1933,17123,Handmaid's Tale,Margaret Atwood,4.11,860688666,9.78086E+12,eng,324,400,35,4/14/1994,Virago Press Ltd,1994,6
1934,17644,Moral Disorder and Other Stories,Margaret Atwood,3.63,385503849,9.78039E+12,eng,255,8270,755,10/17/2006,Nan A. Talese,2006,6
1935,17646,The Tent,Margaret Atwood,3.7,385516681,9.78039E+12,eng,159,5061,519,1/1/2006,Nan A. Talese,2006,6
1936,17650,The Robber Bride,Margaret Atwood,3.83,385491034,9.78039E+12,eng,528,34550,1679,1/20/1998,Anchor,1998,6
1937,41567,The Handmaid's Tale,Margaret Atwood,4.11,771008740,9.78077E+12,eng,368,1185,89,9/19/2006,McClelland & Stewart,2006,6
1938,5111,The Catcher in the Rye - Barron's Book Notes,Barron's,3.72,812034074,9.78081E+12,eng,120,775,24,10/1/1984,Barron's Educational Series,1984,1
1939,5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,3.92,60595183,9.78006E+12,eng,187,30012,797,5/4/2004,Harper Perennial Modern Classics,2004,10
1940,5129,Brave New World,Aldous Huxley,3.99,60929871,9.78006E+12,eng,288,1247221,20014,9/1/1998,HarperPerennial / Perennial Classics,1998,10
1941,5130,Island,Aldous Huxley,3.83,60085495,9.78006E+12,eng,354,19668,1031,7/30/2002,Harper Perennial Classics,2002,10
1942,5131,The Perennial Philosophy,Aldous Huxley,4.19,006057058X,9.78006E+12,eng,336,3266,163,4/13/2004,Harper Perennial Modern Classics,2004,10
1943,5135,Point Counter Point,Aldous Huxley,3.86,1564781313,9.78156E+12,eng,432,9522,210,10/1/1996,Dalkey Archive Press,1996,10
1944,5136,After Many a Summer Dies the Swan,Aldous Huxley,3.75,1566630185,9.78157E+12,eng,368,2056,149,1/1/1993,Ivan R. Dee Publisher,1993,10
1945,5481,Brave New World Revisited,Aldous Huxley,3.95,60898526,9.78006E+12,eng,123,12989,740,9/5/2006,Harper Perennial Modern Classics,2006,10
1946,5485,Brave New World,Aldous Huxley,3.99,60850523,9.78006E+12,eng,259,13353,1286,10/17/2006,HarperCollins,2006,10
1947,30561,Ape and Essence,Aldous Huxley,3.76,929587782,9.78093E+12,eng,222,3733,197,8/25/1992,Ivan R. Dee Publisher,1992,10
1948,39889,Grey Eminence,Aldous Huxley,4.16,99477823,9.7801E+12,eng,320,196,14,4/7/2005,Vintage Classics,2005,10
1949,5132,Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,4.3,824522524,9.78082E+12,eng,320,98,4,3/1/2003,The Crossroad Publishing Company,2003,1
1950,5134,Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,4.19,892817585,9.78089E+12,eng,304,404,15,4/1/1999,Park Street Press,1999,1
1951,5137,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.12,141183780,9.78014E+12,eng,281,4773,217,2/1/2000,Penguin Classics,2000,2
1952,30567,The Mottled Lizard,Elspeth Huxley,4.01,014005958X,9.78014E+12,eng,334,311,29,3/25/1986,Penguin Books,1986,2
1953,5139,The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.74,307275558,9.78031E+12,eng,432,744569,7247,5/30/2006,Anchor Books,2006,2
1954,29547,Everyone Worth Knowing,Lauren Weisberger,3.4,1416543007,9.78142E+12,eng,448,67653,1680,12/26/2006,Pocket Books,2006,2
1955,5144,Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,4.01,826453279,9.78083E+12,eng,96,309,19,3/30/2002,Bloomsbury Academic,2002,1
1956,5148,A Separate Peace,John Knowles/David Levithan,3.57,743253973,9.78074E+12,eng,208,175779,6261,9/30/2003,Scribner,2003,1
1957,5157,Black and Blue,Anna Quindlen,3.88,385333137,9.78039E+12,eng,288,75494,1386,8/25/2010,Delta Publishing,2010,1
1958,5158,A Virtuous Woman,Kaye Gibbons,3.69,375703063,9.78038E+12,eng,165,23170,587,11/5/1997,Vintage,1997,2
1959,15796,Charms for the Easy Life,Kaye Gibbons,4.02,60760257,9.78006E+12,eng,272,11168,744,7/1/2005,Harper Perennial,2005,2
1960,5159,Here on Earth,Alice Hoffman,3.69,425169693,9.78043E+12,eng,336,43028,1472,7/1/1999,Berkley,1999,7
1961,22889,Skylight Confessions,Alice Hoffman,3.64,316058785,9.78032E+12,eng,264,6754,744,1/1/2007,Little Brown and Company,2007,7
1962,22892,The Foretelling,Alice Hoffman,3.84,316154091,9.78032E+12,eng,182,2646,247,9/1/2006,Little  Brown Books for Young Readers,2006,7
1963,22893,Incantation,Alice Hoffman,3.88,316010197,9.78032E+12,eng,166,5653,800,10/1/2006,Little  Brown Books for Young Readers,2006,7
1964,22896,Practical Magic (Practical Magic #1),Alice Hoffman,3.78,425190374,9.78043E+12,eng,286,54261,4232,8/5/2003,Penguin,2003,7
1965,22898,The Probable Future,Alice Hoffman,3.83,345455916,9.78035E+12,eng,352,11910,965,6/1/2004,Ballantine Books,2004,7
1966,40806,Turtle Moon,Alice Hoffman,3.83,99429160,9.7801E+12,eng,275,7545,388,4/4/2002,Vintage,2002,7
1967,5160,The Heart of a Woman,Maya Angelou,4.2,375500723,9.78038E+12,eng,288,17966,437,5/17/1997,Random House,1997,5
1968,9444,The Complete Collected Poems,Maya Angelou,4.42,067942895X,9.78068E+12,eng,273,7983,245,9/13/1994,Random House,1994,5
1969,13203,Celebrations: Rituals of Peace and Prayer,Maya Angelou,4.13,1400066107,9.7814E+12,eng,128,748,105,10/24/2006,Random House,2006,5
1970,13206,The Collected Autobiographies of Maya Angelou,Maya Angelou,4.63,679643257,9.78068E+12,eng,1184,991,55,9/21/2004,Modern Library,2004,5
1971,13210,Wouldn't Take Nothing for My Journey Now,Maya Angelou,4.27,553380176,9.78055E+12,eng,127,7423,319,5/12/1997,Bantam,1997,5
1972,5161,The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,3.87,140286276,9.78014E+12,eng,464,112856,1028,10/1/1999,Penguin Books,1999,1
1973,5167,Cane River,Lalita Tademy,4.06,446678457,9.78045E+12,eng,522,42695,1845,4/1/2002,Grand Central Publishing,2002,1
1974,5168,Where the Heart Is,Billie Letts,4.02,446672211,9.78045E+12,eng,376,227716,3407,6/1/1998,Grand Central Publishing,1998,1
1975,5169,Oprah Winfrey,Katherine E. Krohn,3.79,822550008,9.78082E+12,eng,128,38,5,1/1/2002,Lerner Publications,2002,1
1976,5171,Drowning Ruth,Christina Schwarz,3.74,345439104,9.78035E+12,eng,368,74161,2159,7/31/2001,Ballantine Books,2001,1
1977,5174,Fall on Your Knees,Ann-Marie MacDonald,3.96,743466527,9.78074E+12,eng,672,55988,2434,10/29/2002,Pocket Books,2002,2
1978,7199,The Way the Crow Flies,Ann-Marie MacDonald,4.09,60586370,9.78006E+12,eng,848,11330,1011,8/31/2004,Harper Perennial,2004,2
1979,5175,What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,3.73,038079487X,9.78038E+12,eng,244,19366,645,11/1/1998,Harper Perennial,1998,1
1980,5176,While I Was Gone,Sue Miller,3.69,345443284,9.78035E+12,eng,304,56320,1185,5/12/2000,Ballantine Books,2000,2
1981,15819,While I Was Gone,Sue Miller,3.69,345420748,9.78035E+12,eng,352,239,28,11/26/2002,Ballantine Books,2002,2
1982,5179,Mother of Pearl,Melinda Haynes,3.69,671774670,9.78067E+12,eng,465,19073,427,6/1/2000,Washington Square Press,2000,1
1983,5186,Breath  Eyes  Memory,Edwidge Danticat,3.88,037570504X,9.78038E+12,eng,234,25200,1229,5/18/1998,Vintage,1998,3
1984,31115,The Farming of Bones,Edwidge Danticat,4.07,140280499,9.78014E+12,eng,312,6757,612,9/1/1999,Penguin Books,1999,3
1985,31116,The Dew Breaker,Edwidge Danticat,3.8,1400034299,9.7814E+12,eng,244,5891,584,3/8/2005,Vintage,2005,3
1986,5187,The Book of Ruth,Jane Hamilton,3.85,385265700,9.78039E+12,eng,328,63595,1222,12/1/1989,Anchor Books,1989,3
1987,12560,The Short History of a Prince,Jane Hamilton,3.65,055299801X,9.78055E+12,eng,432,1799,121,4/1/1999,Black Swan,1999,3
1988,12561,The Guardian,Jane Hamilton,3.72,785282092,9.78079E+12,eng,239,83,20,12/31/1994,Thomas Nelson Publishers,1994,3
1989,5190,Open House,Elizabeth Berg,3.7,345435168,9.78035E+12,eng,272,54119,1629,5/1/2001,Ballantine Books,2001,2
1990,22763,Open House,Elizabeth Berg,3.7,99461269,9.7801E+12,eng,314,61,6,9/29/2003,Arrow Books,2003,2
1991,5191,The Pilot's Wife,Anita Shreve,3.52,316601950,9.78032E+12,eng,304,78714,3860,3/30/1999,Back Bay Books,1999,5
1992,14959,Strange Fits of Passion,Anita Shreve,3.76,156031396,9.78016E+12,eng,352,7423,390,10/4/2005,Mariner Books,2005,5
1993,14960,Eden Close,Anita Shreve,3.66,156031337,9.78016E+12,eng,265,8661,447,10/4/2005,Mariner Books,2005,5
1994,14962,Where or When,Anita Shreve,3.3,156031272,9.78016E+12,eng,241,6343,551,10/4/2005,Mariner Books,2005,5
1995,14964,Body Surfing,Anita Shreve,3.32,316059854,9.78032E+12,eng,291,16371,1538,4/24/2007,Little  Brown and Company,2007,5
1996,5196,Tara Road,Maeve Binchy,3.9,440235596,9.78044E+12,eng,648,66629,1712,7/18/2000,Dell,2000,14
1997,33874,Tara Road,Maeve Binchy,3.9,752864777,9.78075E+12,eng,656,44,6,3/2/2006,Orion (an Imprint of The Orion Publishing Group Ltd ),2006,14
1998,34295,Whitethorn Woods,Maeve Binchy,3.61,307265781,9.78031E+12,eng,339,11498,1016,3/6/2007,Knopf Publishing Group,2007,14
1999,34296,The Builders,Maeve Binchy,3.97,1902602684,9.7819E+12,eng,87,664,82,11/1/2006,New Island Books,2006,14
2000,34298,Dublin 4,Maeve Binchy,3.64,99498588,9.7801E+12,eng,256,2155,59,5/4/2006,Arrow,2006,14
2001,34299,Victoria Line  Central Line,Maeve Binchy,3.6,99498634,9.7801E+12,eng,432,957,53,7/6/2006,Arrow,2006,14
2002,34301,Echoes,Maeve Binchy,3.8,440122090,9.78044E+12,eng,496,9434,455,2/10/1997,Dell Publishing Company,1997,14
2003,34303,Firefly Summer,Maeve Binchy,3.91,99498669,9.7801E+12,eng,928,10463,290,8/3/2006,Arrow,2006,14
2004,34310,The Glass Lake,Maeve Binchy,3.93,752876872,9.78075E+12,eng,704,17624,670,6/29/2005,The Orion Publishing Group Ltd,2005,14
2005,34312,The Copper Beech,Maeve Binchy,3.91,752876813,9.78075E+12,eng,407,18720,386,6/1/2005,Orion,2005,14
2006,41951,Scarlet Feather,Maeve Binchy,3.96,451203771,9.78045E+12,eng,549,22812,791,3/1/2002,Signet,2002,14
2007,41952,The Lilac Bus,Maeve Binchy,3.62,99498642,9.7801E+12,eng,196,9649,297,1/12/2007,Dell,2007,14
2008,41962,Light a Penny Candle,Maeve Binchy,3.91,009949857X,9.7801E+12,eng,832,14656,585,5/4/2006,Arrow,2006,14
2009,41967,Evening Class,Maeve Binchy,3.99,752876821,9.78075E+12,eng,528,35964,855,6/30/2005,Orion Publishing Group,2005,14
2010,5197,A Lesson Before Dying,Ernest J. Gaines,3.95,375702709,9.78038E+12,eng,256,47143,2998,9/28/1997,Vintage,1997,1
2011,5198,Paradise,Toni Morrison,3.8,452280397,9.78045E+12,eng,318,19927,812,4/1/1999,Plume (Penguin Books Ltd),1999,15
2012,5216,Song of Solomon,Toni Morrison,4.06,452260116,9.78045E+12,eng,337,1730,143,9/1/1987,Plume,1987,15
2013,5219,The Bluest Eye,Toni Morrison,4.03,452282195,9.78045E+12,eng,216,3420,280,4/27/2000,Plume Books,2000,15
2014,6149,Beloved,Toni Morrison,3.83,1400033411,9.7814E+12,eng,324,282045,9004,6/8/2004,Vintage,2004,15
2015,11326,Love,Toni Morrison,3.75,1400078474,9.7814E+12,eng,224,7580,452,1/4/2005,Vintage,2005,15
2016,11334,Song of Solomon,Toni Morrison,4.06,140003342X,9.7814E+12,eng,337,73894,2763,6/8/2004,Vintage,2004,15
2017,11337,The Bluest Eye,Toni Morrison,4.03,452287065,9.78045E+12,eng,216,132233,5507,9/6/2005,Plume,2005,15
2018,11340,Jazz,Toni Morrison,3.81,679411674,9.78068E+12,eng,229,428,54,4/7/1992,Alfred A. Knopf,1992,15
2019,11341,Jazz,Toni Morrison,3.81,1400076218,9.7814E+12,eng,229,1338,128,6/8/2004,Vintage,2004,15
2020,11346,Sula,Toni Morrison,3.93,452283868,9.78045E+12,eng,174,47998,2479,4/5/2002,Plume Books,2002,15
2021,11347,Sula,Toni Morrison,3.93,1400033438,9.7814E+12,eng,174,3552,361,6/8/2004,Vintage International,2004,15
2022,11349,Sula,Toni Morrison,3.93,452263492,9.78045E+12,eng,174,457,49,9/1/1987,Plume,1987,15
2023,11352,Sula,Toni Morrison,3.93,99760010,9.7801E+12,eng,189,709,94,5/7/2005,Vintage Books,2005,15
2024,11359,Tar Baby,Toni Morrison,3.93,1400033446,9.7814E+12,eng,320,15795,447,6/8/2004,Vintage,2004,15
2025,37405,Playing in the Dark: Whiteness and the Literary Imagination,Toni Morrison,4.24,674673778,9.78067E+12,eng,110,3738,241,5/1/1992,Harvard University Press,1992,15
2026,5202,The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood,3.34,590956183,9.78059E+12,eng,40,364,18,9/1/1997,Cartwheel,1997,1
2027,5203,She's Come Undone,Wally Lamb,3.88,671021001,9.78067E+12,eng,465,294348,9096,6/28/1998,Pocket,1998,1
2028,5204,We Were the Mulvaneys,Joyce Carol Oates,3.73,452282829,9.78045E+12,eng,454,87367,2553,9/1/1997,Plume,1997,16
2029,11777,Black Girl/White Girl,Joyce Carol Oates,3.23,61125644,9.78006E+12,eng,288,2662,290,10/17/2006,Ecco,2006,16
2030,11780,You Must Remember This,Joyce Carol Oates,3.76,452280192,9.78045E+12,eng,436,2115,116,11/1/1998,Plume,1998,16
2031,11782,Missing Mom,Joyce Carol Oates,3.55,60816228,9.78006E+12,eng,464,3510,357,8/22/2006,Ecco,2006,16
2032,11784,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,3.46,60735252,9.78006E+12,eng,292,1168,129,9/1/2006,HarperCollins Publishers,2006,16
2033,11785,Zombie,Joyce Carol Oates,3.34,452275008,9.78045E+12,eng,181,6028,821,9/1/1996,Plume,1996,16
2034,14861,Rape: A Love Story,Joyce Carol Oates,3.57,786712945,9.78079E+12,eng,128,114,24,12/14/2003,Carroll & Graf Publishers,2003,16
2035,15003,Rape: A Love Story,Joyce Carol Oates,3.57,786714824,9.78079E+12,eng,154,3604,364,12/21/2004,Carroll & Graf Publishers,2004,16
2036,15962,Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,452265819,9.78045E+12,eng,416,2690,133,3/30/1991,Plume,1991,16
2037,15966,The Female of the Species: Tales of Mystery and Suspense,Joyce Carol Oates,3.62,156030276,9.78016E+12,eng,275,1009,109,1/15/2007,Mariner Books,2007,16
2038,15967,The Falls,Joyce Carol Oates,3.58,60722290,9.78006E+12,eng,512,8278,748,8/2/2005,Harper Perennial,2005,16
2039,15971,The Assignation: Stories,Joyce Carol Oates,3.8,880014407,9.78088E+12,eng,208,337,23,8/1/1996,PerfectBound,1996,16
2040,15972,The Gravedigger's Daughter,Joyce Carol Oates,3.55,61236829,9.78006E+12,eng,582,7518,860,5/29/2007,Ecco,2007,16
2041,15973,Middle Age: A Romance,Joyce Carol Oates,3.58,60934905,9.78006E+12,eng,480,1650,199,10/1/2002,Ecco,2002,16
2042,15974,Black Water,Joyce Carol Oates,3.54,452269865,9.78045E+12,eng,160,5513,484,5/1/1993,Plume,1993,16
2043,15977,The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,3.4,151015317,9.78015E+12,eng,229,778,122,8/6/2007,Houghton Mifflin Harcourt,2007,16
2044,5205,A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,3.81,385720106,9.78039E+12,eng,400,68554,1476,12/3/1999,Anchor Books,1999,1
2045,5209,The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood,3.54,590956167,9.78059E+12,eng,40,990,55,9/1/1997,Cartwheel,1997,1
2046,5211,A Fine Balance,Rohinton Mistry,4.36,140003065X,9.7814E+12,eng,603,112196,7546,11/30/2001,Vintage,2001,3
